record_id,Buyer.County of Origin,Buyer.Full Name,Buyer.Origin,Buyer.State of Origin,Seller.County of Origin,Seller.Full Name,Seller.Origin,Seller.State of Origin,Slave.Age,Slave.Gender,Slave.Name,Slave.Skin Color,Transaction.Date,Transaction.Number of Adult Slaves,Transaction.Number of Child Slaves,Transaction.Number of Total Slaves Purchased,Transaction.Sale Details.Discount Rate,Transaction.Sale Details.Payment Method,Transaction.Sale Details.Predicted Interest Rate,Transaction.Sale Details.Price,Transaction.Sale Details.Prices Listed
8898,New Orleans,Joseph Aristide DeBlanc,"New Orleans, LA",LA,New Orleans,John Gabaroche,"New Orleans, LA",LA,31,M,Adolphe,Negro,5/2/1860,1,0,1,0.00602698,Cash,0.07477,1350,1
8899,Unknown,Susannah Hauley Bein,"Unknown, Unknown",Unknown,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,14,F,Laura Harper,Negro,5/2/1860,1,0,1,0.00602698,Cash,0.07477,1550,1
8900,Unknown,Davis Hutchinson,"Unknown, Unknown",Unknown,Unknown,Louisa Peterson,"Unknown, Unknown",Unknown,-1,F,Hennie,Negro,4/9/1860,1,0,1,0.00602698,Cash,0.07477,1500,1
8901,New Orleans,Samuel Bickforce Smith,"New Orleans, LA",LA,New Orleans,Gabriel Angelo Blass,"New Orleans, LA",LA,22,M,Joseph,Mulatto,5/4/1860,1,0,1,0.00602698,Cash,0.07477,1200,1
8902,New Orleans,Ignatius Szymanski,"New Orleans, LA",LA,St. Bernard,Hyppolite Bienvenu,"St. Bernard, LA",LA,13,M,Lenon,Negro,1/18/1860,1,0,1,0.00587886,Cash and Credit,0.07287264,700,1
8903,New Orleans,Leopold Christ,"New Orleans, LA",LA,New Orleans,Emile Johns,"New Orleans, LA",LA,35,M,Jules,Negro,5/4/1860,1,0,1,0.00602698,Cash,0.07477,2500,1
8904,New Orleans,Eliza Lescene,"New Orleans, LA",LA,New Orleans,Roselmire Allain,"New Orleans, LA",LA,40,F,Lavinia,Negro,5/5/1860,1,0,1,0.00602698,Cash,0.07477,900,1
8905,New Orleans,Alice Newman,"New Orleans, LA",LA,New Orleans,Paul Kuhl Barnes,"New Orleans, LA",LA,12,M,Jacob,Negro,5/4/1860,1,0,1,0.00602698,Cash,0.07477,1100,1
8906,New Orleans,Marie/ Adele Lacombe,"New Orleans, LA",LA,New Orleans,Domingo Fatjo,"New Orleans, LA",LA,46,F,Betsy,Negro,5/3/1860,1,0,1,0.00602698,Cash,0.07477,1100,1
8907,New Orleans,Jose Bernal,"New Orleans, LA",LA,New Orleans,Louise Adeline Blache,"New Orleans, LA",LA,13,F,Elodie,Quarteroon,5/7/1860,1,0,1,0.00602698,Cash,0.07477,900,1
8908,New Orleans,Robert Houes,"New Orleans, LA",LA,New Orleans,Bridget Hughes,"New Orleans, LA",LA,26,M,Frank,Dark Griff,5/7/1860,1,0,1,0.00602698,Cash,0.07477,400,1
8909,Baton Rouge,Leopold Dalsheimer,"Baton Rouge, LA",LA,New Orleans,Jeannette Moke,"New Orleans, LA",LA,15,M,George Washington,Griff,4/30/1860,1,0,1,0.00602698,Cash,0.07477,1050,1
8910,New Orleans,George Watson Friou,"New Orleans, LA",LA,New Orleans,Augustus W. Jackson,"New Orleans, LA",LA,30,F,Lucy,Negro,5/4/1860,1,0,1,0.00602698,Cash,0.07477,1150,1
8911,New Orleans,Lewis Fasnacht,"New Orleans, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,17,M,Garland Jackson,Negro,5/3/1860,2,0,2,0.005732077,Cash and Credit,0.07099544,1600,2
8912,New Orleans,Elizabeth Ambrosine Salles,"New Orleans, LA",LA,New Orleans,Bernard Lacaze,"New Orleans, LA",LA,44,F,Celina / Serenna,Negro,5/10/1860,1,1,2,0.00587886,Cash and Credit,0.07287264,1600,1
8913,Jefferson,Polycarpe Fortier,"Jefferson, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,18,M,James Francis Lenkins,Negro,4/21/1860,2,0,2,0.006100165,Credit,0.0757086,1604.7,2
8914,New Orleans,Coralie Hebrard,"New Orleans, LA",LA,New Orleans,Louis Pesquier,"New Orleans, LA",LA,37,F,Ketty,Negro,5/10/1860,1,0,1,0.00602698,Cash,0.07477,1000,1
8915,New Orleans,Jean Auge,"New Orleans, LA",LA,New Orleans,Hippolyte Ernest Millet,"New Orleans, LA",LA,30,F,Myrtee,Negro,5/9/1860,1,0,1,0.00602698,Cash,0.07477,1500,1
8916,New Orleans,Benjamin Meyers,"New Orleans, LA",LA,Claiborne,Alexander Weil,"Claiborne, LA",LA,13,F,Marie ,Griff,5/11/1860,1,0,1,0.00602698,Cash,0.07477,600,1
8917,New Orleans,George Washington Dunbar,"New Orleans, LA",LA,New Orleans,Pierre Desire de la Croix,"New Orleans, LA",LA,15,F,Adele,Griff,5/9/1860,1,0,1,0.00602698,Cash,0.07477,1000,1
8918,New Orleans,Henry Michon,"New Orleans, LA",LA,New Orleans,Sophie Michon,"New Orleans, LA",LA,51,F,Nancy,Negro,5/11/1860,1,0,1,0.006392319,Credit,0.079463,200,1
8919,New Orleans,George Josiah Lord,"New Orleans, LA",LA,New Orleans,Paul Kuhl Barnes,"New Orleans, LA",LA,30,M,Bill,Griff,5/9/1860,2,2,4,0.006202525,Credit,0.07702264,3600,1
8920,New Orleans,Michel Castel,"New Orleans, LA",LA,New Orleans,Fayette Byington,"New Orleans, LA",LA,29,M,Charles Tibbs,Negro,5/8/1860,1,0,1,0.00602698,Cash,0.07477,1150,1
8921,New Orleans,Thomas Griffin,"New Orleans, LA",LA,Augusta,William E. Sikes,"Augusta, GA",GA,14,F,Ellen,Dark Griff,5/11/1860,1,0,1,0.00602698,Cash,0.07477,1400,1
8922,New Orleans,Edmond N. Ganucheau,"New Orleans, LA",LA,New Orleans,Natalie Fortier Ganucheau,"New Orleans, LA",LA,35,F,Rosanna,Mulatto,5/10/1860,5,2,7,0.00587886,Cash and Credit,0.07287264,650,5
8923,New Orleans,Jean Baptiste Anselme,"New Orleans, LA",LA,New Orleans,Jean Rodi,"New Orleans, LA",LA,36,F,Ann / Louisa,Negro,5/15/1860,1,0,1,0.00587886,Cash and Credit,0.07287264,1050,1
8924,New Orleans,Sophy Ramos,"New Orleans, LA",LA,New Orleans,Thomas Broom Lee,"New Orleans, LA",LA,45,F,Betsy Noris,Negro,5/15/1860,1,0,1,0.00602698,Cash,0.07477,600,1
8925,Tensas ,Horatio S. Routh,"Tensas , LA",LA,New Orleans,William E. Starke,"New Orleans, LA",LA,45,F,Tinsey,Negro,5/16/1860,3,0,3,0.006100165,Credit,0.0757086,3300,1
8926,New Orleans,William A. Johnson,"New Orleans, LA",LA,New Orleans,William E. Starke,"New Orleans, LA",LA,15,M,Anthony,Negro,5/16/1860,1,0,1,0.006144047,Credit,0.07627176,1400,1
8927,New Orleans,George Washington Huntington,"New Orleans, LA",LA,New Orleans,William E. Starke,"New Orleans, LA",LA,38,M,Charles,Griff,5/16/1860,1,0,1,0.006129422,Credit,0.07608404,1800,1
8928,New Orleans,Peter St. Amand,"New Orleans, LA",LA,New Orleans,Robert A.  Pecbles,"New Orleans, LA",LA,17,M,Jim,Mulatto,5/16/1860,1,0,1,0.00602698,Cash,0.07477,1250,1
8929,New Orleans,William Starke Campbell,"New Orleans, LA",LA,New Orleans,William E. Starke,"New Orleans, LA",LA,20,F,Ellen,Negro,5/16/1860,1,1,2,0.006144047,Credit,0.07627176,2250,1
8930,New Orleans,Joseph Numa Charbonnet,"New Orleans, LA",LA,New Orleans,William E. Starke,"New Orleans, LA",LA,22,F,Mary,Griff,5/16/1860,1,1,2,0.006319368,Credit,0.0785244,2000,1
8931,Assumption,Antoine Truxillo,"Assumption, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,21,M,Lewis Butler,Negro,5/16/1860,2,0,2,0.00602698,Cash,0.07477,1700,2
8932,Assumption,Antoine Truxillo,"Assumption, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,19,M,George William,Negro,5/16/1860,2,0,2,0.00602698,Cash,0.07477,1700,2
8933,New Orleans,Julia A. Moss,"New Orleans, LA",LA,Montgomery,Jonathan E. Price,"Montgomery, AL",AL,25,M,Aleck,Mulatto,5/18/1860,1,0,1,0.00602698,Cash,0.07477,1400,1
8934,New Orleans,Antoine Pignard,"New Orleans, LA",LA,New Orleans,Elizabeth Gustave Lasalle,"New Orleans, LA",LA,39,F,Ann,Mulatto,5/18/1860,1,0,1,0.006202525,Credit,0.07702264,775,1
8935,New Orleans,William Francis,"New Orleans, LA",LA,New Orleans,Edward Farrelly,"New Orleans, LA",LA,45,M,Austin,Negro,5/15/1860,2,0,2,0.00602698,Cash,0.07477,1200,1
8936,New Orleans,Phillip A. Shaw,"New Orleans, LA",LA,New Orleans,John T. Moore,"New Orleans, LA",LA,34,F,Caroline,Negro,2/9/1860,1,3,4,0.00602698,Cash,0.07477,2600,1
8937,New Orleans,Wendolin Doll,"New Orleans, LA",LA,New Orleans,William Kereppel,"New Orleans, LA",LA,30,F,Sarah,Griff,5/19/1860,1,0,1,0.00602698,Cash,0.07477,1200,1
8938,New Orleans,Eliza Catherine Early,"New Orleans, LA",LA,Ramasy,Thomas B. Winston,"Ramasy, MN",MN,25,F,Laura Grundy,Yellow,5/1/1860,1,0,1,0.006054689,Cash and Credit,0.07512528,1800,1
8939,New Orleans,James Clorigh,"New Orleans, LA",LA,New Orleans,William McDuf,"New Orleans, LA",LA,40,F,Marie / Malvina,Negro,5/12/1860,1,0,1,0.006202525,Credit,0.07702264,700,1
8940,Orleans,Hippolyte Dusuau Delafroix,"Orleans, LA",LA,New Orleans,Augustus Reichard,"New Orleans, LA",LA,39,M,Levy,Negro,5/31/1860,1,0,1,0.006202525,Credit,0.07702264,775,1
8941,New Orleans,John Joseph Moreno,"New Orleans, LA",LA,New Orleans,Dominique Negrotto,"New Orleans, LA",LA,36,F,Rachel,Negro,5/21/1860,1,0,1,0.00602698,Cash,0.07477,750,1
8942,New Orleans,Henry Hirsch,"New Orleans, LA",LA,New Orleans,Charles Fierville Bienvenu,"New Orleans, LA",LA,16,M,Noel,Negro,5/18/1860,2,0,2,0.00602698,Cash,0.07477,1200,2
8943,New Orleans,Henry Hirsch,"New Orleans, LA",LA,New Orleans,Charles Fierville Bienvenu,"New Orleans, LA",LA,25,M,Edward / Zo,Unknown,5/18/1860,2,0,2,0.00602698,Cash,0.07477,1200,2
8944,New Orleans,Rosina Brittin,"New Orleans, LA",LA,Unknown,Esther  Seixas,"Unknown, NY",NY,14,F,Rebecca,Mulatto,5/21/1860,1,0,1,0.00602698,Cash,0.07477,1000,1
8945,New Orleans,Pierre Soule,"New Orleans, LA",LA,New Orleans,Charles Darcantel,"New Orleans, LA",LA,50,M,Daniel,Negro,5/22/1860,1,0,1,0.00602698,Cash,0.07477,600,1
8946,New Orleans,John Williams,"New Orleans, LA",LA,New Orleans,Henry Remington,"New Orleans, LA",LA,36,F,Charlotte,Negro,5/18/1860,1,0,1,0.00602698,Cash,0.07477,1,1
8947,New Orleans,H. D. Baldwin,"New Orleans, LA",LA,New Orleans,Oliver B. Chapin,"New Orleans, LA",LA,-1,F,Eliza,Unknown,5/16/1860,1,0,1,0.00602698,Cash,0.07477,700,1
8948,New Orleans,Nicephore Raymond Pepin,"New Orleans, LA",LA,Green,William W. Barker,"Green, AL",AL,40,F,Dianah,Negro,5/23/1860,1,0,1,0.00602698,Cash,0.07477,700,1
8949,New Orleans,William R. Bell,"New Orleans, LA",LA,New Orleans,John M. C. Brady,"New Orleans, LA",LA,43,M,Louis,Griff,5/23/1860,1,0,1,0.00602698,Cash,0.07477,500,1
8950,New Orleans,Henry Dudoussat,"New Orleans, LA",LA,New Orleans,Pierre Emile Dabos,"New Orleans, LA",LA,31,F,Madeleine,Negro,5/24/1860,1,0,1,0.00602698,Cash,0.07477,1000,1
8951,New Orleans,Louis Jules Hus Desforges,"New Orleans, LA",LA,Unknown,Louis Jules Hus Desforges,"Unknown, Unknown",Unknown,22,F,Caroline,Griff,5/24/1860,1,0,1,0.005790818,Cash and Credit,0.07174632,1650,1
8952,New Orleans,Jean Abelard,"New Orleans, LA",LA,New Orleans,Rosaline Porche,"New Orleans, LA",LA,50,M,Bill,Mulatto,11/12/1859,1,0,1,0.00587886,Cash and Credit,0.07287264,500,1
8953,Unknown,Morgan Robert Hughes,"Unknown, Unknown",Unknown,Unknown,Edward Thomas Parker,"Unknown, Unknown",Unknown,30,M,Willis,Negro,5/21/1860,1,0,1,0.00602698,Cash,0.07477,1000,1
8954,New Orleans,Rosella M. Parker,"New Orleans, LA",LA,New Orleans,Leontine Bouligny,"New Orleans, LA",LA,30,F,Bigotte / Armantin,Black,5/15/1860,1,0,1,0.00602698,Cash,0.07477,1500,1
8955,Jefferson,Marie Justine Poche,"Jefferson, LA",LA,New Orleans,Francisco Marquez,"New Orleans, LA",LA,14,F,Mimi,Griff,5/25/1860,2,0,2,0.00602698,Cash,0.07477,2250,1
8956,New Orleans,Joseph Mathias Loewenstein,"New Orleans, LA",LA,Harrison,William H. Calvert,"Harrison, MS",MS,23,F,Caroline,Negro,5/23/1860,1,0,1,0.00602698,Cash,0.07477,1100,1
8957,New Orleans,Jacob L. Levy,"New Orleans, LA",LA,Unknown,Marie Ann Ridhols,"Unknown, Unknown",Unknown,37,M,Jackson,Mulatto,5/24/1860,1,0,1,0.00602698,Cash,0.07477,1200,1
8958,New Orleans,William Hubee,"New Orleans, LA",LA,Woodsdale,Hugh Woods,"Woodsdale, NC",NC,30,M,David,Negro,5/26/1860,1,0,1,0.00602698,Cash,0.07477,1300,1
8959,New Orleans,Henry C. Miller,"New Orleans, LA",LA,New Orleans,Thomas B. Poindexter,"New Orleans, LA",LA,14,M,Manuel,Light,5/26/1860,1,0,1,0.005761452,Cash and Credit,0.07137088,1100,1
8960,New Orleans,Francois Lacroix,"New Orleans, LA",LA,New Orleans,Louis Rochelle,"New Orleans, LA",LA,32,F,Louise,Negro,2/16/1860,1,0,1,0.00602698,Cash,0.07477,1100,1
8961,New Orleans,Charles Gayarre,"New Orleans, LA",LA,New Orleans,Clemence Lobes,"New Orleans, LA",LA,22,M,Eugene,Negro,5/28/1860,1,0,1,0.00602698,Cash,0.07477,1850,1
8962,New Orleans,Sophia Anastasia Neale,"New Orleans, LA",LA,Anne Arundel County,John C. Weems,"Anne Arundel County, MD",MD,30,M,Gusty,Negro,5/21/1860,1,0,1,0.00602698,Cash,0.07477,1000,1
8963,St. Tammany,Alexander W. Weems,"St. Tammany, LA",LA,New Orleans,Sophia Anastasia Neale,"New Orleans, LA",LA,34,F,Matilda,Negro,5/21/1860,1,0,1,0.00602698,Cash,0.07477,1000,1
8964,New Orleans,Christian Schneider,"New Orleans, LA",LA,New Orleans,Ann Theresa Collens,"New Orleans, LA",LA,20,F,Ellen,Negro,5/29/1860,1,0,1,0.00602698,Cash,0.07477,1450,1
8965,New Orleans,William Walker,"New Orleans, LA",LA,New Orleans,Charles Andrew Gorsuch,"New Orleans, LA",LA,27,F,Dolly,Negro,5/29/1860,1,0,1,0.00602698,Cash,0.07477,1200,1
8966,New Orleans,David Urguhart,"New Orleans, LA",LA,New Orleans,James M. Urquhart,"New Orleans, LA",LA,37,M,John Maker,Negro,5/28/1860,5,0,5,0.00602698,Cash,0.07477,5700,1
8967,St. Landry,Cpt. George Ulrich,"St. Landry, LA",LA,New Orleans,Robert Henry Elam,"New Orleans, LA",LA,19,M,Berry Black,Yellow,5/29/1860,1,0,1,0.00602698,Cash,0.07477,1650,1
8968,New Orleans,Ernest Malus,"New Orleans, LA",LA,New Orleans,Henry Aime,"New Orleans, LA",LA,23,F,Marie Louise,Negro,2/28/1860,2,1,3,0.00602698,Cash,0.07477,1090,2
8969,New Orleans,Edward Shiff,"New Orleans, LA",LA,Jefferson,Louis Harang,"Jefferson, LA",LA,24,F,Elizabeth,Mulatto,5/28/1860,1,0,1,0.00587886,Cash and Credit,0.07287264,1600,1
8970,New Orleans,Laura E. Trawich,"New Orleans, LA",LA,New Orleans,Sarah Ann Trawich,"New Orleans, LA",LA,11,F,Jane McCanland,Negro,5/30/1860,1,0,1,0.00602698,Donation,0.07477,0,1
8971,New Orleans,William Germain Vincent,"New Orleans, LA",LA,New Orleans,Jules Tuyes,"New Orleans, LA",LA,28,M,Henry,Mulatto,5/9/1860,1,0,1,0.00602698,Cash,0.07477,1700,1
8972,New Orleans,Benjamin Bloomfield,"New Orleans, LA",LA,Richmond,John J. Tober,"Richmond, VA",VA,12,M,Walker,Negro,5/31/1860,1,0,1,0.006202525,Credit,0.07702264,1272.28,1
8973,New Orleans,Pierre Rochefort,"New Orleans, LA",LA,New Orleans,Jean Charles Allen D'Hemecourt,"New Orleans, LA",LA,27,F,St. Dominique / Marie,Negro,5/31/1860,1,0,1,0.00602698,Cash,0.07477,900,1
8974,New Orleans,Felix Robin,"New Orleans, LA",LA,New Orleans,Isaac Keen,"New Orleans, LA",LA,27,M,Moses,Negro,5/23/1860,1,0,1,0.00602698,Cash,0.07477,800,1
8975,New Orleans,Edward Durrive Jr.,"New Orleans, LA",LA,New Orleans,Ernestine Tusson,"New Orleans, LA",LA,22,M,Tommy,Griff,5/31/1860,1,0,1,0.00602698,Cash,0.07477,1500,1
8976,New Orleans,Anna Ellhorne,"New Orleans, LA",LA,New Orleans,Clemence Augustin,"New Orleans, LA",LA,62,M,Philip,Negro,5/8/1860,1,0,1,0.00602698,Cash,0.07477,250,1
8977,New Orleans,Joseph Louapre,"New Orleans, LA",LA,New Orleans,Jean Pralon,"New Orleans, LA",LA,35,M,Andre,Negro,5/27/1860,1,0,1,0.006070898,Credit,0.07533316,1200,1
8978,New Orleans,James W. Brazman,"New Orleans, LA",LA,New Orleans,Agnes B. Sollee,"New Orleans, LA",LA,32,F,Eliza Jones,Griff,5/25/1860,1,2,3,0.00602698,Cash,0.07477,500,1
8979,Unknown,Pierre Severe Wiltz,"Unknown, Unknown",Unknown,New Orleans,Honorine Mathilde Chabaud,"New Orleans, LA",LA,25,F,Ann Maria Clark,Griff,6/5/1860,1,0,1,0.00602698,Cash,0.07477,1500,1
8980,New Orleans,Leopold Berniard,"New Orleans, LA",LA,New Orleans,Lewis Amedee Prader,"New Orleans, LA",LA,20,F,Louise,Negro,6/6/1860,1,0,1,0.00602698,Cash,0.07477,1325,1
8981,New Orleans,Lucien Lartigue,"New Orleans, LA",LA,New Orleans,Jean Nousty Canterou,"New Orleans, LA",LA,15,M,Francis / Joe,Griff,6/7/1860,1,0,1,0.00587886,Cash and Credit,0.07287264,1200,1
8982,Rapides,Ralph Smith Smith,"Rapides, LA",LA,New Orleans,Robert Henry Elam,"New Orleans, LA",LA,25,M,Dempsay,Negro,6/11/1860,6,0,6,0.00602698,Cash,0.07477,9600,1
8983,Ascension,Jeremiah Supple,"Ascension, LA",LA,New Orleans,Robert Henry Elam,"New Orleans, LA",LA,14,F,Jane Spain,Unknown,6/11/1860,1,0,1,0.00602698,Cash,0.07477,1300,1
8984,St. Landry,Nathaniel Offutt,"St. Landry, LA",LA,New Orleans,Robert Henry Elam,"New Orleans, LA",LA,17,F,Tarale Drouffe,Griff,6/11/1860,1,0,1,0.00602698,Cash,0.07477,1250,1
8985,St. Landry,Benoit Ney,"St. Landry, LA",LA,New Orleans,Moses Kirkpatrick,"New Orleans, LA",LA,19,F,Peggy Kirkpatrick,Negro,6/13/1860,1,0,1,0.00602698,Cash,0.07477,1400,1
8986,St. Louis,Moses M. Broadwell,"St. Louis, MO",MO,New Orleans,Suzan Bousier,"New Orleans, LA",LA,31,M,William Small,Unknown,6/9/1860,2,1,3,0.006054689,Cash and Credit,0.07512528,3000,1
8987,New Orleans,Octave Vallette,"New Orleans, LA",LA,New Orleans,Morgan R. Hughes,"New Orleans, LA",LA,15,M,Henry,Mulatto,3/31/1860,1,0,1,0.00602698,Cash,0.07477,1000,1
8988,New Orleans,Morgan Robert Hughes,"New Orleans, LA",LA,New Orleans,Octave Vallette,"New Orleans, LA",LA,23,M,Martin,Mulatto,3/31/1860,1,0,1,0.00602698,Cash,0.07477,1000,1
8989,New Orleans,Hugh Kennedy,"New Orleans, LA",LA,New Orleans,George W. McCerren,"New Orleans, LA",LA,16,M,Jack,Mulatto,6/11/1860,1,0,1,0.00602698,Cash,0.07477,1300,1
8990,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,New Orleans,Thomas Brown,"New Orleans, LA",LA,37,F,Henriette,Negro,6/11/1860,1,0,1,0.00602698,Cash,0.07477,300,1
8991,East Baton Rouge,John B. Kleinpeter,"East Baton Rouge, LA",LA,Claiborne,Isaac Murrell,"Claiborne, LA",LA,26,M,Leve,Negro,6/11/1860,1,0,1,0.00602698,Cash,0.07477,1100,1
8992,New Orleans,Felicite Levey,"New Orleans, LA",LA,New Orleans,Jospeh Nicolas Robert,"New Orleans, LA",LA,28,F,Penelope / Nelly,Negro,6/8/1860,1,0,1,0.00602698,Cash,0.07477,1000,1
8993,New Orleans,John Sidney Belf,"New Orleans, LA",LA,New Orleans,Bernard Cohen,"New Orleans, LA",LA,40,F,Rachel,Negro,6/6/1860,1,0,1,0.00602698,Cash,0.07477,400,1
8994,New Orleans,Catherine Claire Conrad,"New Orleans, LA",LA,New Orleans,Panquite Mestre,"New Orleans, LA",LA,16,M,Manding / Francis,Mulatto,4/7/1860,1,0,1,0.00602698,Cash,0.07477,400,1
8995,Rapides,Ralph Smith Smith,"Rapides, LA",LA,New Orleans,Robert Henry Elam,"New Orleans, LA",LA,16,F,Mary James,Griff,6/14/1860,1,0,1,0.00602698,Cash,0.07477,1365,1
8996,Rapides,Ralph Smith Smith,"Rapides, LA",LA,New Orleans,Thomas E. Mathews,"New Orleans, LA",LA,17,F,Grace,Negro,6/13/1860,3,0,3,0.00615867,Credit,0.07645948,1425,3
8997,New Orleans,Pierre Mourer,"New Orleans, LA",LA,New Orleans,Lemuel Jackson Webster,"New Orleans, LA",LA,50,F,Rose,Negro,6/14/1860,1,0,1,0.00602698,Cash,0.07477,325,1
8998,New Orleans,Antoine Zicaro,"New Orleans, LA",LA,New Orleans,Felicite Neda,"New Orleans, LA",LA,44,F,Suzanne,Mulatto,6/14/1860,1,0,1,0.00587886,Cash and Credit,0.07287264,1000,1
8999,New Orleans,Elizabeth Laure Joubert,"New Orleans, LA",LA,New Orleans,Edgar Montegut,"New Orleans, LA",LA,39,F,Mattilde,Negro,6/1/1860,1,0,1,0.00602698,Cash,0.07477,2900,1
9000,New Orleans,Stanislas Plassan,"New Orleans, LA",LA,New Orleans,Marie Louise Alcee Lescouflair,"New Orleans, LA",LA,15,M,.,Negro,4/24/1860,1,0,1,0.00602698,Cash,0.07477,1500,1
9001,New Orleans,Adam Beatty,"New Orleans, LA",LA,New Orleans,Louise Adeline Blache,"New Orleans, LA",LA,44,F,Amelia,Negro,4/10/1860,1,2,3,0.00602698,Cash,0.07477,2800,1
9002,New Orleans,Mattilde Aaron ,"New Orleans, LA",LA,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,24,F,Rosa,Negro,4/30/1860,1,0,1,0.00602698,Cash,0.07477,1300,1
9003,New Orleans,Robert David Madden,"New Orleans, LA",LA,Charleston,Jacob L. Shelby,"Charleston, MS",MS,26,M,William,Negro,6/14/1860,1,0,1,0.00602698,Cash,0.07477,1500,1
9004,Iberville,John P. B. Stone,"Iberville, LA",LA,New Orleans,Robert Henry Elam,"New Orleans, LA",LA,24,M,Mayor Parish,Negro,6/11/1860,1,0,1,0.00602698,Cash,0.07477,1700,1
9005,Iberville,Daniel Holliday,"Iberville, LA",LA,Orleans,Braxten Bragg,"Orleans, LA",LA,35,M,Adam,Negro,6/11/1860,1,0,1,0.00602698,Cash,0.07477,600,1
9006,New Orleans,Irma Nivet,"New Orleans, LA",LA,New Orleans,Charles Fierville Bienvenu,"New Orleans, LA",LA,20,F,Arthemise,Negro,5/15/1860,1,1,2,0.005820175,Cash and Credit,0.07212176,1400,1
9007,Plaquemines,Charles Moncure,"Plaquemines, LA",LA,New Orleans,George Washington Dunbar,"New Orleans, LA",LA,14,M,Lewis,Negro,6/13/1860,1,0,1,0.00602698,Cash,0.07477,1475,1
9008,Plaquemines,Charles Moncure,"Plaquemines, LA",LA,New Orleans,Noel Concand,"New Orleans, LA",LA,22,F,Harriett,Griff,6/13/1860,1,0,1,0.00602698,Cash,0.07477,1400,1
9009,Plaquemines,Charles Moncure,"Plaquemines, LA",LA,Unknown,Clothilde Lesuerd,"Unknown, Unknown",Unknown,15,F,Ernestine,Mulatto,6/13/1860,1,0,1,0.00602698,Cash,0.07477,1300,1
9010,Jefferson,J. T. Michel,"Jefferson, LA",LA,New Orleans,Ashton Miles,"New Orleans, LA",LA,18,F,Eliza,Negro,6/13/1860,1,0,1,0.005790818,Cash and Credit,0.07174632,1325,1
9011,New Orleans,Lewis Hare Watson,"New Orleans, LA",LA,West Feliciana,Jesse Davis,"West Feliciana, LA",LA,40,M,Frank Coch,Negro,6/16/1860,1,0,1,0.00602698,Cash,0.07477,1006.5,1
9012,New Orleans,Wiley J. Martin,"New Orleans, LA",LA,New Orleans,Genevieve Harriett Colsson,"New Orleans, LA",LA,13.5,F,Margaret,Mulatto,6/16/1860,1,0,1,0.00602698,Cash,0.07477,1000,1
9013,Unknown,Thomas Burnes,"Unknown, Unknown",Unknown,New Orleans,Clarentine Norris,"New Orleans, LA",LA,50,F,Mary,Negro,4/19/1860,1,0,1,0.006054689,Cash and Credit,0.07512528,445,1
9014,New Orleans,C. Lelievre,"New Orleans, LA",LA,New Orleans,Marie Louise Alcee Lescouflair,"New Orleans, LA",LA,13,M,Edward,Negro,5/1/1860,1,0,1,0.00602698,Cash,0.07477,1000,1
9015,New Orleans,Louis Edward Forstall,"New Orleans, LA",LA,New Orleans,John T. Hanemam,"New Orleans, LA",LA,38,M,Ben Jordan,Negro,5/7/1860,1,0,1,0.00602698,Cash,0.07477,1000,1
9016,New Orleans,George W. Byrne,"New Orleans, LA",LA,New Orleans,Charles A. Hensler,"New Orleans, LA",LA,36,F,Isabell,Negro,6/18/1860,1,0,1,0.00602698,Cash,0.07477,400,1
9017,New Orleans,Emile Valle,"New Orleans, LA",LA,New Orleans,Numa Lacoste,"New Orleans, LA",LA,18,F,Josephine,Griff,6/18/1860,1,0,1,0.00602698,Cash,0.07477,1500,1
9018,New Orleans,John R. Pike,"New Orleans, LA",LA,New Orleans,John Q. A. Fellows,"New Orleans, LA",LA,45,F,Mary,Negro,6/15/1860,1,2,3,0.00602698,Cash,0.07477,1800,1
9019,New Orleans,George W. Sparhawk Jr.,"New Orleans, LA",LA,Cass County,Clinton J. Dillard,"Cass County, TX",TX,25,F,Fanny,Bright Mulatto,6/14/1860,1,1,2,0.00602698,Cash,0.07477,1400,1
9020,New Orleans,Azelie Grandenigo,"New Orleans, LA",LA,New Orleans,Thomas Hasam,"New Orleans, LA",LA,31,M,Jim,Negro,4/19/1860,1,0,1,0.00602698,Cash,0.07477,1450,1
9021,New Orleans,Edward Farrelly,"New Orleans, LA",LA,New Orleans,Adele Belsom,"New Orleans, LA",LA,12,F,Constance,Negro,6/18/1860,1,0,1,0.00602698,Cash,0.07477,490,1
9022,New Orleans,Ann Unknown,"New Orleans, LA",LA,Jefferson,Louis A. Demier,"Jefferson, LA",LA,65,F,Ann,Negro,4/3/1860,1,0,1,0.00602698,.,0.07477,1125,1
9023,New Orleans,Susan E. Bryson,"New Orleans, LA",LA,New Orleans,William Alfred Violett,"New Orleans, LA",LA,28,F,Sarah,Negro,6/20/1860,1,1,2,0.00602698,Cash,0.07477,1000,1
